"Type","Date","Part.of.a.policing.operation","Policing.operation","Latitude","Longitude","Gender","Age.range","Self.defined.ethnicity","Officer.defined.ethnicity","Legislation","Object.of.search","Outcome","Outcome.linked.to.object.of.search","Removal.of.more.than.just.outer.clothing","lsoa21cd","lsoa21nm"
"Person search","2019-06-16T00:26:00+00:00","False",NA,53.496366,-2.52696,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006328","Wigan 030A"
"Person search","2019-06-16T00:57:00+00:00","False",NA,53.458134,-2.260941,"","25-34","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006109","Trafford 001A"
"Person search","2019-06-16T01:05:00+00:00","False",NA,53.458134,-2.260941,"Male","18-24","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006109","Trafford 001A"
"Person and Vehicle search","2019-06-16T01:50:00+00:00","False",NA,53.544005,-2.116402,"Male","over 34","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01005350","Oldham 014B"
"Person search","2019-06-16T02:00:00+00:00","False",NA,53.533372,-2.654288,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006404","Wigan 015C"
"Person search","2019-06-16T02:40:00+00:00","False",NA,53.392887,-2.220663,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01005773","Stockport 028C"
"Person search","2019-06-16T02:45:00+00:00","False",NA,53.570971,-2.420009,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01004817","Bolton 022E"
"Person search","2019-06-16T04:00:00+00:00","False",NA,53.477477,-2.239785,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01033653","Manchester 055B"
"Person search","2019-06-16T04:00:00+00:00","True",NA,53.477477,-2.239785,"Male","","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-16T04:30:00+00:00","False",NA,53.474767,-2.242,"","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033662","Manchester 057C"
"Vehicle search","2019-06-16T08:00:00+00:00","False",NA,53.498135,-2.214984,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033679","Manchester 009G"
"Person search","2019-06-16T09:55:00+00:00","False",NA,53.548189,-2.628406,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006370","Wigan 006A"
"Person and Vehicle search","2019-06-16T09:58:00+00:00","False",NA,53.54707,-2.627544,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","True","E01006369","Wigan 008C"
"Person search","2019-06-16T10:10:00+00:00","True",NA,53.482225,-2.238637,"","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-16T10:31:00+00:00","True",NA,53.482293,-2.236482,"Male","over 34","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person and Vehicle search","2019-06-16T14:34:00+00:00","False",NA,53.458046,-2.163998,"Male","","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005193","Manchester 021E"
"Person and Vehicle search","2019-06-16T14:34:00+00:00","False",NA,53.458046,-2.163998,"Male","","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005193","Manchester 021E"
"Person and Vehicle search","2019-06-16T14:34:00+00:00","False",NA,53.458046,-2.163998,"","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005193","Manchester 021E"
"Person and Vehicle search","2019-06-16T14:34:00+00:00","False",NA,53.458046,-2.163998,"","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005193","Manchester 021E"
"Person and Vehicle search","2019-06-16T14:34:00+00:00","False",NA,53.458046,-2.163998,"","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005193","Manchester 021E"
"Person search","2019-06-16T15:20:00+00:00","True",NA,53.47927,-2.242372,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-16T15:20:00+00:00","True",NA,53.47927,-2.242372,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-16T17:28:00+00:00","True",NA,53.482293,-2.236482,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T17:40:00+00:00","False",NA,53.412421,-2.157383,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033947","Stockport 014E"
"Person search","2019-06-16T18:58:00+00:00","False",NA,53.644764,-2.094867,"Male","","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005522","Rochdale 001C"
"Person search","2019-06-16T18:58:00+00:00","False",NA,53.644764,-2.094867,"Male","10-17","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005522","Rochdale 001C"
"Person search","2019-06-16T19:08:00+00:00","True",NA,53.482293,-2.236482,"","10-17","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:11:00+00:00","True",NA,53.482293,-2.236482,"","10-17","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:11:00+00:00","True",NA,53.482293,-2.236482,"Male","25-34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:25:00+00:00","True",NA,53.483027,-2.237737,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:35:00+00:00","True",NA,53.483027,-2.237737,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:38:00+00:00","True",NA,53.483027,-2.237737,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:40:00+00:00","True",NA,53.483027,-2.237737,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-16T19:43:00+00:00","False",NA,53.466179,-2.34902,"Male","","White - Gypsy or Irish Traveller","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006121","Trafford 002E"
"Vehicle search","2019-06-16T20:30:00+00:00","False",NA,53.547391,-2.272492,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01004946","Bury 021E"
"Person search","2019-06-16T21:10:00+00:00","False",NA,53.466852,-2.244666,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal","","False","E01005208","Manchester 019A"
"Person search","2019-06-16T21:14:00+00:00","False",NA,53.466852,-2.244666,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005208","Manchester 019A"
"Person search","2019-06-16T21:30:00+00:00","False",NA,53.468653,-2.238289,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005212","Manchester 057A"
"Person and Vehicle search","2019-06-16T23:20:00+00:00","True",NA,53.474639,-2.247649,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","True","E01033677","Manchester 060A"
"Person and Vehicle search","2019-06-16T23:20:00+00:00","False",NA,53.474639,-2.247649,"","25-34","Black/African/Caribbean/Black British - African","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","True","E01033677","Manchester 060A"
"Person search","2019-06-17T00:10:00+00:00","False",NA,53.554666,-2.407093,"Male","25-34","Asian/Asian British - Pakistani","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004856","Bolton 027C"
"Person search","2019-06-17T01:17:00+00:00","False",NA,53.544997,-2.628661,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006369","Wigan 008C"
"Person search","2019-06-17T01:47:00+00:00","False",NA,53.535554,-2.214796,"","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005099","Manchester 001B"
"Person search","2019-06-17T03:51:00+00:00","False",NA,53.535554,-2.214796,"","over 34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005099","Manchester 001B"
"Person and Vehicle search","2019-06-17T10:00:00+00:00","True",NA,53.594802,-2.184501,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","False","E01005481","Rochdale 017F"
"Person and Vehicle search","2019-06-17T11:01:00+00:00","False",NA,53.587425,-2.287887,"Male","25-34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005028","Bury 011C"
"Vehicle search","2019-06-17T12:15:00+00:00","False",NA,53.517688,-2.250147,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005165","Manchester 008D"
"Vehicle search","2019-06-17T12:15:00+00:00","False",NA,53.517688,-2.250147,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005165","Manchester 008D"
"Person search","2019-06-17T15:55:00+00:00","False",NA,53.594708,-2.304722,"","","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004979","Bury 008C"
"Person search","2019-06-17T17:22:00+00:00","False",NA,53.503014,-2.256573,"Male","over 34","White - Irish","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005612","Salford 031B"
"Person search","2019-06-17T17:22:00+00:00","False",NA,53.503014,-2.256573,"Male","over 34","White - Irish","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005612","Salford 031B"
"Vehicle search","2019-06-17T17:25:00+00:00","False",NA,53.454895,-2.114366,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005974","Tameside 021C"
"Person search","2019-06-17T17:30:00+00:00","True",NA,53.482293,-2.236482,"","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-17T17:42:00+00:00","True",NA,53.48125,-2.236341,"Male","18-24","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-17T17:42:00+00:00","True",NA,53.48125,-2.236341,"Male","18-24","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-17T17:42:00+00:00","True",NA,53.48125,-2.236341,"","10-17","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-17T17:50:00+00:00","True",NA,53.482225,-2.238637,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-17T17:52:00+00:00","True",NA,53.482225,-2.238637,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-17T18:28:00+00:00","True",NA,53.486315,-2.24734,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01032909","Salford 033F"
"Person search","2019-06-17T18:29:00+00:00","True",NA,53.486315,-2.24734,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01032909","Salford 033F"
"Person search","2019-06-17T18:32:00+00:00","True",NA,53.483353,-2.24559,"","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033658","Manchester 054C"
"Person and Vehicle search","2019-06-17T18:34:00+00:00","False",NA,53.624537,-2.058641,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005521","Rochdale 003C"
"Person search","2019-06-17T18:35:00+00:00","False",NA,53.632823,-2.10033,"Male","","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005517","Rochdale 003B"
"Person search","2019-06-17T18:36:00+00:00","True",NA,53.486315,-2.24734,"","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01032909","Salford 033F"
"Person search","2019-06-17T18:40:00+00:00","False",NA,53.632823,-2.10033,"Male","","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005517","Rochdale 003B"
"Person search","2019-06-17T18:55:00+00:00","True",NA,53.461166,-2.209329,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01034119","Manchester 022H"
"Person search","2019-06-17T19:25:00+00:00","True",NA,53.480277,-2.237782,"Male","","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-17T19:25:00+00:00","True",NA,53.480277,-2.237782,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-17T19:29:00+00:00","True",NA,53.461166,-2.209329,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01034119","Manchester 022H"
"Person search","2019-06-17T20:00:00+00:00","True",NA,53.461166,-2.209329,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01034119","Manchester 022H"
"Person search","2019-06-17T20:05:00+00:00","True",NA,53.461166,-2.209329,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01034119","Manchester 022H"
"Person search","2019-06-17T22:50:00+00:00","False",NA,53.613397,-2.167215,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005484","Rochdale 010E"
"Person search","2019-06-18T09:02:00+00:00","False",NA,53.592976,-2.296581,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005024","Bury 008E"
"Person search","2019-06-18T13:21:00+00:00","False",NA,53.593706,-2.295846,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Community resolution","True","False","E01005024","Bury 008E"
"Person search","2019-06-18T15:00:00+00:00","False",NA,53.613955,-2.15975,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005484","Rochdale 010E"
"Person search","2019-06-18T16:20:00+00:00","False",NA,53.397529,-2.181014,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Fireworks","A no further action disposal","","False","E01005765","Stockport 018A"
"Person search","2019-06-18T16:20:00+00:00","False",NA,53.397529,-2.181014,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Fireworks","A no further action disposal","","False","E01005765","Stockport 018A"
"Person search","2019-06-18T16:20:00+00:00","False",NA,53.397529,-2.181014,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Fireworks","A no further action disposal","","False","E01005765","Stockport 018A"
"Person search","2019-06-18T16:20:00+00:00","False",NA,53.397529,-2.181014,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Fireworks","A no further action disposal","","False","E01005765","Stockport 018A"
"Person search","2019-06-18T17:50:00+00:00","True",NA,53.484243,-2.231716,"Male","25-34","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01034129","Manchester 055F"
"Person search","2019-06-18T18:00:00+00:00","False",NA,53.506444,-2.249824,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005613","Salford 031A"
"Person search","2019-06-18T18:10:00+00:00","False",NA,53.356031,-2.173236,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005924","Stockport 042A"
"Person search","2019-06-18T18:38:00+00:00","True",NA,53.480277,-2.237782,"Female","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-18T19:20:00+00:00","False",NA,53.397529,-2.181014,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005765","Stockport 018A"
"Person search","2019-06-18T22:45:00+00:00","False",NA,53.593116,-2.214046,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005501","Rochdale 018B"
"Person search","2019-06-18T22:45:00+00:00","False",NA,53.593116,-2.214046,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005501","Rochdale 018B"
"Person and Vehicle search","2019-06-18T22:45:00+00:00","False",NA,53.593116,-2.214046,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005501","Rochdale 018B"
"Vehicle search","2019-06-18T22:45:00+00:00","False",NA,53.596499,-2.202021,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Penalty Notice for Disorder","True","False","E01005500","Rochdale 020B"
"Person search","2019-06-18T22:57:00+00:00","True",NA,53.482293,-2.236482,"Male","","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-18T22:57:00+00:00","True",NA,53.482293,-2.236482,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person and Vehicle search","2019-06-18T23:00:00+00:00","False",NA,53.400542,-2.2933,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005117","Manchester 048E"
"Person and Vehicle search","2019-06-18T23:00:00+00:00","False",NA,53.400542,-2.2933,"","","Mixed/Multiple ethnic groups - White and Black African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005117","Manchester 048E"
"Person and Vehicle search","2019-06-18T23:00:00+00:00","False",NA,53.400542,-2.2933,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005117","Manchester 048E"
"Vehicle search","2019-06-19T01:01:00+00:00","False",NA,53.479313,-2.135511,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005969","Tameside 014D"
"Person search","2019-06-19T01:01:00+00:00","False",NA,53.544008,-2.390179,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004906","Bolton 032E"
"Person search","2019-06-19T01:20:00+00:00","False",NA,53.498815,-2.184265,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005256","Manchester 011A"
"Person search","2019-06-19T01:43:00+00:00","False",NA,53.556394,-2.665195,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006361","Wigan 010E"
"Person search","2019-06-19T01:48:00+00:00","False",NA,53.556394,-2.665195,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006361","Wigan 010E"
"Person search","2019-06-19T10:15:00+00:00","True",NA,53.48125,-2.236341,"Male","","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-19T10:41:00+00:00","True",NA,53.482225,-2.238637,"Male","25-34","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-19T10:41:00+00:00","True",NA,53.482225,-2.238637,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution","True","False","E01033658","Manchester 054C"
"Person search","2019-06-19T11:49:00+00:00","False",NA,53.54922,-2.627184,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006370","Wigan 006A"
"Person search","2019-06-19T15:15:00+00:00","False",NA,53.432137,-2.270294,"Male","10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","False","E01005082","Manchester 037A"
"Person search","2019-06-19T15:15:00+00:00","False",NA,53.432137,-2.270294,"Male","10-17","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005082","Manchester 037A"
"Person search","2019-06-19T15:15:00+00:00","False",NA,53.432137,-2.270294,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005082","Manchester 037A"
"Person search","2019-06-19T15:19:00+00:00","True",NA,53.482225,-2.238637,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-19T16:15:00+00:00","False",NA,53.632513,-2.335103,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005048","Bury 002D"
"Person search","2019-06-19T16:20:00+00:00","False",NA,53.645401,-2.315767,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01005014","Bury 001A"
"Person search","2019-06-19T16:30:00+00:00","False",NA,53.559228,-2.326628,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005008","Bury 016D"
"Person search","2019-06-19T16:39:00+00:00","False",NA,53.559228,-2.326628,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005008","Bury 016D"
"Person search","2019-06-19T17:27:00+00:00","False",NA,53.39149,-2.249932,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Firearms","Community resolution","True","False","E01005295","Manchester 049E"
"Person search","2019-06-19T17:29:00+00:00","True",NA,53.48125,-2.236341,"Male","","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01033653","Manchester 055B"
"Person search","2019-06-19T19:10:00+00:00","False",NA,53.469882,-2.225883,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005065","Manchester 018D"
"Person search","2019-06-19T19:10:00+00:00","False",NA,53.469882,-2.225883,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005065","Manchester 018D"
