"Type","Date","Part.of.a.policing.operation","Policing.operation","Latitude","Longitude","Gender","Age.range","Self.defined.ethnicity","Officer.defined.ethnicity","Legislation","Object.of.search","Outcome","Outcome.linked.to.object.of.search","Removal.of.more.than.just.outer.clothing","lsoa21cd","lsoa21nm"
"Person search","2019-06-23T19:10:00+00:00","False",NA,53.428835,-2.335304,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006147","Trafford 012A"
"Person search","2019-06-23T19:13:00+00:00","False",NA,53.430759,-2.338435,"Male","10-17","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006170","Trafford 013C"
"Vehicle search","2019-06-23T21:17:00+00:00","False",NA,53.377093,-2.200889,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","A no further action disposal","","False","E01005777","Stockport 034A"
"Person search","2019-06-24T00:10:00+00:00","False",NA,53.514019,-2.246642,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005646","Salford 010A"
"Person search","2019-06-24T00:13:00+00:00","False",NA,53.540699,-2.644049,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006349","Wigan 015A"
"Person search","2019-06-24T00:13:00+00:00","False",NA,53.540699,-2.644049,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006349","Wigan 015A"
"Person search","2019-06-24T01:22:00+00:00","False",NA,53.454756,-2.088223,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01006040","Tameside 028E"
"Vehicle search","2019-06-24T02:00:00+00:00","False",NA,53.52401,-2.467481,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","True","False","E01006288","Wigan 025A"
"Vehicle search","2019-06-24T02:34:00+00:00","False",NA,53.544447,-2.616761,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest","False","False","E01006306","Wigan 009A"
"Person and Vehicle search","2019-06-24T12:00:00+00:00","False",NA,53.484177,-2.238075,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033664","Manchester 054D"
"Person and Vehicle search","2019-06-24T13:05:00+00:00","False",NA,53.610962,-2.160117,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005485","Rochdale 015D"
"Person and Vehicle search","2019-06-24T13:05:00+00:00","False",NA,53.610962,-2.160117,"Male","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01005485","Rochdale 015D"
"Person search","2019-06-24T13:32:00+00:00","False",NA,53.553154,-2.126087,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005354","Oldham 016E"
"Person search","2019-06-24T13:50:00+00:00","False",NA,53.491795,-2.091103,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005949","Tameside 006D"
"Person search","2019-06-24T13:50:00+00:00","False",NA,53.491795,-2.091103,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005949","Tameside 006D"
"Person search","2019-06-24T14:10:00+00:00","False",NA,53.584554,-2.424751,"Male","over 34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033217","Bolton 016E"
"Person search","2019-06-24T17:38:00+00:00","True",NA,53.482225,-2.238637,"Male","","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-24T18:49:00+00:00","True",NA,53.482225,-2.238637,"","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-24T21:07:00+00:00","True",NA,53.455663,-2.23915,"Male","","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","False","False","E01005246","Manchester 024D"
"Vehicle search","2019-06-24T21:15:00+00:00","False",NA,53.389058,-2.276592,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005073","Manchester 048C"
"Person search","2019-06-24T21:30:00+00:00","False",NA,53.3863,-2.276108,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005074","Manchester 051C"
"Person search","2019-06-24T21:30:00+00:00","True",NA,53.482225,-2.238637,"","","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-24T21:40:00+00:00","True",NA,53.481916,-2.240549,"Male","","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person and Vehicle search","2019-06-24T21:43:00+00:00","False",NA,53.420491,-2.210694,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005124","Manchester 041E"
"Person search","2019-06-24T21:44:00+00:00","False",NA,53.420491,-2.210694,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest","False","False","E01005124","Manchester 041E"
"Person search","2019-06-24T22:14:00+00:00","True",NA,53.48125,-2.236341,"","","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-24T23:20:00+00:00","False",NA,53.452641,-2.226589,"Male","18-24","Other ethnic group - Not stated","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005285","Manchester 025D"
"Person search","2019-06-24T23:54:00+00:00","False",NA,53.583102,-2.445808,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004869","Bolton 015B"
"Person search","2019-06-24T23:58:00+00:00","False",NA,53.583102,-2.445808,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004869","Bolton 015B"
"Person search","2019-06-25T00:10:00+00:00","False",NA,53.501578,-2.255917,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005612","Salford 031B"
"Person search","2019-06-25T00:15:00+00:00","False",NA,53.583102,-2.445808,"","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004869","Bolton 015B"
"Person and Vehicle search","2019-06-25T00:39:00+00:00","True",NA,53.448482,-2.194647,"Male","18-24","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Firearms","A no further action disposal","","False","E01005219","Manchester 031A"
"Person and Vehicle search","2019-06-25T00:46:00+00:00","False",NA,53.577976,-2.20598,"Male","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005508","Rochdale 020F"
"Person search","2019-06-25T02:23:00+00:00","False",NA,53.439582,-2.244148,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005279","Manchester 035E"
"Person search","2019-06-25T02:23:00+00:00","False",NA,53.439582,-2.244148,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005279","Manchester 035E"
"Person and Vehicle search","2019-06-25T02:28:00+00:00","False",NA,53.439582,-2.244148,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005279","Manchester 035E"
"Person search","2019-06-25T09:40:00+00:00","False",NA,53.571959,-2.445207,"","18-24","Mixed/Multiple ethnic groups - White and Asian","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01004851","Bolton 021D"
"Person search","2019-06-25T12:25:00+00:00","False",NA,53.490274,-2.285871,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005681","Salford 024C"
"Person search","2019-06-25T17:45:00+00:00","False",NA,53.521822,-2.47082,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01006288","Wigan 025A"
"Person search","2019-06-25T18:00:00+00:00","False",NA,53.627119,-2.203951,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Firearms Act 1968 (section 47)","Firearms","A no further action disposal","","False","E01005572","Rochdale 007B"
"Person search","2019-06-25T18:42:00+00:00","False",NA,53.592172,-2.579791,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004780","Bolton 009B"
"Person search","2019-06-25T19:00:00+00:00","False",NA,53.594708,-2.304722,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004979","Bury 008C"
"Person search","2019-06-25T19:00:00+00:00","False",NA,53.594708,-2.304722,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004979","Bury 008C"
"Person search","2019-06-25T20:20:00+00:00","False",NA,53.583579,-2.086377,"Male","10-17","Other ethnic group - Not stated","Asian","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","Arrest","False","False","E01005442","Oldham 002B"
"Person search","2019-06-25T21:30:00+00:00","False",NA,53.54733,-2.683284,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006397","Wigan 011C"
"Person search","2019-06-26T08:29:00+00:00","False",NA,53.604615,-2.444901,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01004772","Bolton 005C"
"Person search","2019-06-26T15:09:00+00:00","True",NA,53.480698,-2.224524,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033661","Manchester 055E"
"Person search","2019-06-26T15:09:00+00:00","True",NA,53.480698,-2.224524,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033661","Manchester 055E"
"Person search","2019-06-26T15:50:00+00:00","False",NA,53.553049,-2.202462,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005524","Rochdale 021A"
"Person search","2019-06-26T18:00:00+00:00","True",NA,53.480507,-2.234754,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-26T18:24:00+00:00","False",NA,53.466711,-2.260452,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005213","Manchester 059A"
"Vehicle search","2019-06-26T18:24:00+00:00","False",NA,53.466711,-2.260452,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005213","Manchester 059A"
"Person search","2019-06-26T18:32:00+00:00","True",NA,53.482293,-2.236482,"Male","25-34","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-26T19:00:00+00:00","True",NA,53.480507,-2.234754,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-26T19:35:00+00:00","False",NA,53.591335,-2.298881,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005027","Bury 011B"
"Person search","2019-06-26T19:40:00+00:00","True",NA,53.480729,-2.240768,"","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033653","Manchester 055B"
"Person and Vehicle search","2019-06-26T22:30:00+00:00","False",NA,53.491699,-2.322928,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005724","Salford 021G"
"Person and Vehicle search","2019-06-26T22:30:00+00:00","False",NA,53.491699,-2.322928,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005724","Salford 021G"
"Person search","2019-06-27T00:41:00+00:00","False",NA,53.409678,-2.164804,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005917","Stockport 007D"
"Person search","2019-06-27T07:10:00+00:00","False",NA,53.561798,-2.330151,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005008","Bury 016D"
"Person search","2019-06-27T09:46:00+00:00","False",NA,53.561798,-2.330151,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005008","Bury 016D"
"Person search","2019-06-27T11:55:00+00:00","False",NA,53.546785,-2.623511,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-27T11:55:00+00:00","False",NA,53.546785,-2.623511,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-27T12:48:00+00:00","False",NA,53.549372,-2.647607,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006258","Wigan 008B"
"Person search","2019-06-27T13:30:00+00:00","False",NA,53.565196,-2.45566,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01004827","Bolton 021A"
"Vehicle search","2019-06-27T13:40:00+00:00","False",NA,53.484157,-2.234383,"","","","","Police and Criminal Evidence Act 1984 (section 1)","","Penalty Notice for Disorder","True","False","E01033667","Manchester 054E"
"Person and Vehicle search","2019-06-27T13:45:00+00:00","False",NA,53.540576,-2.090469,"Male","18-24","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","False","False","E01005428","Oldham 019A"
"Person and Vehicle search","2019-06-27T13:45:00+00:00","False",NA,53.540576,-2.090469,"","25-34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","False","False","E01005428","Oldham 019A"
"Vehicle search","2019-06-27T13:45:00+00:00","True",NA,53.565196,-2.45566,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","False","False","E01004827","Bolton 021A"
"Person search","2019-06-27T13:52:00+00:00","False",NA,53.482225,-2.238637,"Male","25-34","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-27T16:30:00+00:00","False",NA,53.542547,-2.108355,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005433","Oldham 014D"
"Person search","2019-06-27T17:00:00+00:00","False",NA,53.537266,-2.103347,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005326","Oldham 022B"
"Person search","2019-06-27T17:30:00+00:00","False",NA,53.537266,-2.103347,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005326","Oldham 022B"
"Person search","2019-06-27T19:22:00+00:00","True",NA,53.481916,-2.240549,"","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-27T19:25:00+00:00","True",NA,53.481916,-2.240549,"Male","","Asian/Asian British - Any other Asian background","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-27T19:30:00+00:00","False",NA,53.449094,-2.345055,"Male","18-24","Asian/Asian British - Bangladeshi","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006199","Trafford 009B"
"Person search","2019-06-27T19:58:00+00:00","True",NA,53.48125,-2.236341,"Male","25-34","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-27T20:30:00+00:00","True",NA,53.48125,-2.236341,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-27T20:35:00+00:00","True",NA,53.48125,-2.236341,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-27T22:11:00+00:00","False",NA,53.514019,-2.246642,"","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005646","Salford 010A"
"Person search","2019-06-27T23:05:00+00:00","False",NA,53.563851,-2.318858,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Articles for use in criminal damage","Arrest","False","False","E01004994","Bury 015D"
"Vehicle search","2019-06-27T23:27:00+00:00","False",NA,53.553527,-2.091055,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005422","Oldham 011B"
"Person and Vehicle search","2019-06-28T00:10:00+00:00","False",NA,53.574742,-2.431403,"Male","25-34","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01004848","Bolton 016D"
"Person search","2019-06-28T12:41:00+00:00","True",NA,53.482293,-2.236482,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-28T16:50:00+00:00","False",NA,53.603608,-2.173659,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005472","Rochdale 010A"
"Person search","2019-06-28T17:00:00+00:00","True",NA,53.480932,-2.242472,"Male","25-34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)","True","False","E01033658","Manchester 054C"
"Person search","2019-06-28T17:05:00+00:00","True",NA,53.480277,-2.237782,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-28T17:45:00+00:00","True",NA,53.48246,-2.238231,"","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Articles for use in criminal damage","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-28T18:12:00+00:00","True",NA,53.481916,-2.240549,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-28T18:40:00+00:00","True",NA,53.480466,-2.241791,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-28T18:46:00+00:00","True",NA,53.485169,-2.240748,"Male","18-24","Asian/Asian British - Bangladeshi","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033664","Manchester 054D"
"Person search","2019-06-28T18:48:00+00:00","True",NA,53.485169,-2.240748,"","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033664","Manchester 054D"
"Person search","2019-06-28T18:56:00+00:00","True",NA,53.45503,-2.232219,"Male","10-17","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005244","Manchester 025C"
"Person search","2019-06-28T20:20:00+00:00","False",NA,53.415363,-2.314616,"Male","18-24","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006098","Trafford 014A"
"Person search","2019-06-28T20:20:00+00:00","False",NA,53.417299,-2.316917,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006097","Trafford 015A"
"Person and Vehicle search","2019-06-28T23:30:00+00:00","False",NA,53.562735,-2.380523,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004912","Bolton 024B"
"Person search","2019-06-28T23:37:00+00:00","False",NA,53.454342,-2.177536,"Male","over 34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","False","False","E01005195","Manchester 023A"
"Person search","2019-06-29T02:52:00+00:00","False",NA,53.477264,-2.238398,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Khat or Cannabis warning","False","False","E01033653","Manchester 055B"
"Vehicle search","2019-06-29T08:55:00+00:00","False",NA,53.503237,-2.640224,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006262","Wigan 032A"
"Person and Vehicle search","2019-06-29T09:53:00+00:00","False",NA,53.548965,-2.642967,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01006369","Wigan 008C"
"Person and Vehicle search","2019-06-29T10:35:00+00:00","False",NA,53.5315,-2.215062,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)","True","False","E01005101","Manchester 002A"
"Person and Vehicle search","2019-06-29T10:35:00+00:00","False",NA,53.5315,-2.215062,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)","True","False","E01005101","Manchester 002A"
"Person search","2019-06-29T10:38:00+00:00","False",NA,53.595262,-2.291657,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005024","Bury 008E"
"Person search","2019-06-29T11:30:00+00:00","False",NA,53.473508,-2.242158,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033662","Manchester 057C"
"Person search","2019-06-29T13:50:00+00:00","False",NA,53.478066,-2.246252,"","","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033677","Manchester 060A"
"Person and Vehicle search","2019-06-29T14:53:00+00:00","False",NA,53.546125,-2.619139,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-29T14:59:00+00:00","False",NA,53.546125,-2.619139,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-29T14:59:00+00:00","False",NA,53.546125,-2.619139,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-29T16:50:00+00:00","True",NA,53.48125,-2.236341,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","False","E01033653","Manchester 055B"
"Person search","2019-06-29T17:41:00+00:00","True",NA,53.502037,-2.199023,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005202","Manchester 009A"
"Person search","2019-06-29T17:41:00+00:00","True",NA,53.502037,-2.199023,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005202","Manchester 009A"
"Person search","2019-06-29T18:02:00+00:00","True",NA,53.479835,-2.238126,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-29T19:45:00+00:00","True",NA,53.48597,-2.244836,"Male","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
